ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
161,mateo.wright173@ellarises.org,Mateo,Wright,5/25/2011 0:00,participant,801-984-3147,Lehi,UT,84898,SLCC,STEM,,,,,,,161,1,Mentor Office Hours,9/28/2025 10:00,9/28/2025 12:00,Ella Rises HQ,100,9/21/2025 10:00,161,92,151,no-show,0,,7/26/2024 10:00,161,214,5,4,4,4,4.25,Passive,"To be fair, I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me  next time I'd bring a friend. It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd attend again with a clearer agenda. (snacks were a plus). The networking breakouts during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected; I'm curious to see how the next session improves.",3/26/2025 15:10,161,117,Mentorship Program,9/20/2025,161,269,11/6/2022,93.59
162,lily.lopez174@studentmail.org,Lily,Lopez,3/3/2013 0:00,participant,801-620-6968,Riverton,UT,84045,Art Studio,STEM,,,,,,,162,1,Mentor Office Hours,10/20/2024 10:00,10/20/2024 12:00,Local Library,100,10/13/2024 10:00,162,92,152,attended,1,5/13/2022 10:19,5/9/2022 10:00,162,216,4,5,5,4,4.5,Passive,"In my opinion, the hands-on segment tied everything together, the web dev sprint during Data Science Study Group really clicked for me! The mentors were down-to-earth and answered real questions, the Python lab during Data Science Study Group really clicked for me. There were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me (wish there had been more time).",5/27/2022 5:13,162,118,Middle School Diploma,11/19/2022,162,269,12/8/2022,144.09
163,henry.flores175@learners.net,Henry,Flores,12/10/2004 0:00,participant,801-746-4918,Riverton,UT,84240,Retail Store,Arts,,,,,,,163,5,Intro to Painting Class,8/21/2025 10:00,8/21/2025 12:00,Virtual Zoom,100,8/14/2025 10:00,163,92,153,attended,1,4/9/2022 10:25,4/2/2022 10:00,163,217,5,5,5,5,5,Promoter,"It boosted my confidence more than I expected, the robot build during Data Science Study Group really clicked for me! By the end, the Python lab during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. Surprisingly, the pacing made complex ideas feel doable, the data activity during Data Science Study Group really clicked for me (snacks were a plus).",7/7/2022 0:16,163,119,MBA,7/18/2027,163,269,UNKNOWN_DATE,821.94
164,zoey.white176@community.org,Zoey,White,4/12/2009 0:00,participant,801-488-7256,Riverton,UT,84788,Cafe Rio,Arts,,,,,,,164,6,Data Science Study Group,10/5/2022 10:00,10/5/2022 12:00,Art Studio 2,100,9/28/2022 10:00,164,92,154,attended,1,12/1/2021 10:16,11/20/2021 10:00,164,218,4,3,5,5,4.25,Promoter,"There were concrete examples I can reuse at school, the data activity during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. Overall, I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me.",6/1/2024 13:18,164,119,Mentorship Program,4/17/2026,164,270,1/19/2024,959.77
165,lily.gonzalez177@studentmail.org,Lily,Gonzalez,4/29/2006 0:00,participant,801-856-8873,Layton,UT,84054,Cafe Rio,STEM,,,,,,,165,3,Girls in STEAM Mentoring,5/24/2022 10:00,5/24/2022 12:00,Ella Rises HQ,100,5/17/2022 10:00,165,93,155,attended,1,2/5/2025 10:24,1/13/2025 10:00,165,221,4,4,4,5,4.25,Promoter,"The robot build during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected! The Python lab during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves. From my perspective, the pacing made complex ideas feel doable, the data activity during Web Dev Bootcamp Night really clicked for me; I'm curious to see how the next session improves.",1/31/2025 20:28,165,120,AS in Computer Science,12/6/2022,165,270,12/27/2022,1033.23
166,michael.davis178@learners.net,Michael,Davis,1/29/2008 0:00,participant,801-364-5469,Ogden,UT,84782,Startup Lab,Both,,,,,,,166,3,Girls in STEAM Mentoring,4/18/2023 10:00,4/18/2023 12:00,Local Library,100,4/11/2023 10:00,166,94,156,attended,1,3/16/2025 10:16,2/20/2025 10:00,166,222,5,4,5,5,4.75,Promoter,"The mentor roundtable during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school! The organizers ran things smoothly even with a big crowd, the resume clinic during Mentor Office Hours really clicked for me  which surprised me in a good way.",10/16/2023 3:28,166,121,Middle School Diploma,11/26/2025,166,270,9/8/2022,49.81
167,aria.ramirez179@ellarises.org,Aria,Ramirez,8/7/1998 0:00,participant,801-661-6727,West Jordan,UT,84837,SLCC,STEM,,,,,,,167,3,Girls in STEAM Mentoring,1/10/2023 10:00,1/10/2023 12:00,Ella Rises HQ,100,1/3/2023 10:00,167,95,157,attended,1,1/14/2022 10:18,12/19/2021 10:00,167,223,5,4,5,5,4.75,Promoter,"From my perspective, the data activity during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program! From my perspective, the hands-on segment tied everything together, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. From my perspective, the data activity during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school. The Python lab during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time.",12/28/2024 9:00,167,122,Competition Award,5/19/2023,167,271,4/30/2024,109.25
168,james.allen180@learners.net,James,Allen,1/14/2003 0:00,participant,801-283-7142,West Jordan,UT,84396,Westview High,Arts,,,,,,,168,8,Web Dev Bootcamp Night,9/8/2023 10:00,9/8/2023 12:00,Art Studio 2,100,9/1/2023 10:00,168,96,158,attended,1,5/22/2024 10:11,4/29/2024 10:00,168,224,4,4,5,4,4.25,Passive,"At first, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions. If I'm being honest, the hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me. Overall, there were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me.",2/15/2022 23:03,168,122,Published Project,11/20/2023,168,272,4/30/2024,109.25
169,elizabeth.perez181@studentmail.org,Elizabeth,Perez,8/12/2013 0:00,participant,801-493-8740,St. George,UT,84040,Community Center,STEM,,,,,,,169,2,Robotics Lab Saturday,5/31/2025 10:00,5/31/2025 12:00,Art Studio 2,100,5/24/2025 10:00,169,96,159,attended,1,12/28/2021 10:12,12/21/2021 10:00,169,226,4,4,5,5,4.5,Promoter,"If I'm being honest, the Arduino demo during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning. Overall, the pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.  next time I'd bring a friend! Overall, I left with actionable next steps, the data activity during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time!",8/16/2025 12:17,169,123,AAS in Drafting & Design,2/21/2024,169,289,10/29/2022,65.36
170,jack.lewis182@ellarises.org,Jack,Lewis,5/9/2001 0:00,participant,801-462-4533,Ogden,UT,84020,Cafe Rio,Both,,,,,,,170,1,Mentor Office Hours,2/5/2023 10:00,2/5/2023 12:00,Community Center Room A,100,1/29/2023 10:00,170,97,160,attended,1,1/20/2023 10:18,12/24/2022 10:00,170,227,5,5,5,5,5,Promoter,"The organizers ran things smoothly even with a big crowd, the mixed-media project during Monthly Art Studio Workshop really clicked for me; This was absolutely worth the time. I left with actionable next steps, the watercolor session during Monthly Art Studio Workshop really clicked for me  which surprised me in a good way. I left with actionable next steps, the gallery walk during Monthly Art Studio Workshop really clicked for me; I'd definitely recommend this to a friend.",10/15/2024 20:29,170,124,Web Development Certificate,4/2/2032,170,290,8/11/2023,1180.16
171,mason.ramirez183@ellarises.org,Mason,Ramirez,1/27/1999 0:00,participant,801-508-2996,Murray,UT,84244,Valley Charter,Arts,,,,,,,171,5,Intro to Painting Class,8/3/2023 10:00,8/3/2023 12:00,Art Studio 2,100,7/27/2023 10:00,171,98,161,attended,1,9/28/2025 10:21,9/26/2025 10:00,171,229,5,4,5,5,4.75,Promoter,"There were concrete examples I can reuse at school, the data activity during Robotics Lab Saturday really clicked for me; I'd come again and bring a classmate next time. At first, the data activity during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning.",8/24/2025 19:04,171,125,MS in Information Systems,10/12/2026,171,290,4/19/2023,27.89
172,benjamin.jones184@ellarises.org,Benjamin,Jones,3/4/2012 0:00,participant,801-748-1269,Spanish Fork,UT,84612,Cafe Rio,Both,,,,,,,172,1,Mentor Office Hours,1/1/2023 10:00,1/1/2023 12:00,Virtual Zoom,100,12/25/2022 10:00,172,98,162,attended,1,10/20/2024 10:04,9/26/2024 10:00,172,231,5,5,5,5,5,Promoter,"If I'm being honest, the data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable! The coding challenges during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions. The web dev sprint during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable.",4/17/2025 1:13,172,126,MS in Information Systems,10/12/2026,172,291,7/18/2023,24.08
173,lillian.martinez185@learners.net,Lillian,Martinez,5/25/2003 0:00,participant,801-829-6780,Taylorsville,UT,84002,Local Library,Arts,,,,,,,173,1,Mentor Office Hours,10/30/2022 10:00,10/30/2022 12:00,Local Library,100,10/23/2022 10:00,173,98,163,attended,1,8/21/2025 10:24,8/8/2025 10:00,173,232,4,5,5,5,4.75,Promoter,"At first, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Girls in STEAM Mentoring really clicked for me  next time I'd bring a friend. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",12/14/2023 3:22,173,127,High School Diploma,8/23/2030,173,291,UNKNOWN_DATE,799.57
174,riley.garcia186@learners.net,Riley,Garcia,5/19/2009 0:00,participant,801-738-9914,Ogden,UT,84977,Retail Store,Both,,,,,,,174,3,Girls in STEAM Mentoring,3/21/2023 10:00,3/21/2023 12:00,Ella Rises HQ,100,3/14/2023 10:00,174,99,164,attended,1,10/5/2022 10:02,9/14/2022 10:00,174,233,4,5,4,4,4.25,Passive,"Surprisingly, the networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda. (wish there had been more time). The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. (wish there had been more time). The networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic.  which surprised me in a good way.",10/3/2022 8:02,174,128,Competition Award,1/19/2026,174,292,7/18/2023,24.08
175,emma.harris187@community.org,Emma,Harris,9/9/2003 0:00,participant,801-596-7116,Provo,UT,84651,Art Studio,STEM,,,,,,,175,2,Robotics Lab Saturday,12/2/2023 10:00,12/2/2023 12:00,Art Studio 2,100,11/25/2023 10:00,175,99,165,no-show,0,,5/21/2022 10:00,175,234,5,4,5,5,4.75,Promoter,"The sketch warmups during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; This pushed me to apply for a related program.  next time I'd bring a friend. It boosted my confidence more than I expected, the gallery walk during Intro to Painting Class really clicked for me; I left energized to keep learning. The watercolor session during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning!",8/29/2024 12:16,175,128,Middle School Diploma,12/8/2025,175,292,UNKNOWN_DATE,799.57
176,stella.jones188@learners.net,Stella,Jones,1/19/2011 0:00,participant,801-872-2698,West Jordan,UT,84751,Art Studio,Arts,,,,,,,176,2,Robotics Lab Saturday,3/2/2024 10:00,3/2/2024 12:00,Virtual Zoom,100,2/24/2024 10:00,176,99,166,attended,1,4/18/2023 10:16,3/30/2023 10:00,176,235,5,4,4,5,4.5,Promoter,"The goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time. (wish there had been more time). The networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; This pushed me to apply for a related program! There were concrete examples I can reuse at school, the panel Q&A during Mentor Office Hours really clicked for me; This was absolutely worth the time!",6/25/2023 15:16,176,128,MBA,8/23/2027,176,293,7/18/2023,24.08
177,camila.williams189@learners.net,Camila,Williams,5/10/2013 0:00,participant,801-858-3868,Lehi,UT,84834,Mountain View High,Both,,,,,,,177,2,Robotics Lab Saturday,9/27/2025 10:00,9/27/2025 12:00,Virtual Zoom,100,9/20/2025 10:00,177,100,167,attended,1,1/10/2023 10:20,12/22/2022 10:00,177,236,4,5,4,5,4.5,Promoter,"The watercolor session during Monthly Art Studio Workshop really clicked for me, it boosted my confidence more than I expected (snacks were a plus). The mixed-media project during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time).",12/17/2022 1:28,177,130,Product Designer,3/15/2032,177,293,UNKNOWN_DATE,799.57
178,levi.lopez190@studentmail.org,Levi,Lopez,10/30/1998 0:00,participant,801-994-8498,Ogden,UT,84734,BYU,STEM,,,,,,,178,1,Mentor Office Hours,3/17/2024 10:00,3/17/2024 12:00,Local Library,100,3/10/2024 10:00,178,100,168,attended,1,9/8/2023 10:23,8/21/2023 10:00,178,237,5,5,3,4,4.25,Passive,"Surprisingly, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school. I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me.",7/16/2023 22:11,178,131,Product Designer,3/15/2032,178,294,7/18/2023,24.08
179,mia.gonzalez191@ellarises.org,Mia,Gonzalez,12/7/2006 0:00,participant,801-517-9444,Lehi,UT,84956,Community Center,Both,,,,,,,179,1,Mentor Office Hours,6/30/2024 10:00,6/30/2024 12:00,Local Library,100,6/23/2024 10:00,179,100,169,no-show,0,,5/17/2025 10:00,179,240,5,4,5,5,4.75,Promoter,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning. The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects (snacks were a plus).",5/21/2024 20:09,179,132,Product Designer,3/15/2032,179,294,UNKNOWN_DATE,799.57
180,jack.taylor192@ellarises.org,Jack,Taylor,9/15/2012 0:00,participant,801-565-1783,Sandy,UT,84293,UVU,Arts,,,,,,,180,2,Robotics Lab Saturday,8/3/2024 10:00,8/3/2024 12:00,Virtual Zoom,100,7/27/2024 10:00,180,101,170,attended,1,2/5/2023 10:28,1/8/2023 10:00,180,241,4,5,5,4,4.5,Passive,"The mixed-media project during Intro to Painting Class really clicked for me, the hands-on segment tied everything together (snacks were a plus). By the end, the watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects. To be fair, the sketch warmups during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",11/10/2022 14:10,180,133,Product Designer,3/15/2032,180,295,7/18/2023,24.08
